"BCH_LAB_CODE","LOINC_LAB_CODE"
"LAB:3775783","18716-1"
"LAB:3775190","18720-3"
"LAB:3775379","8039-0"
"LAB:511259705","18719-5"
"LAB:13130300","49401-3"
"LAB:4744003","1653-5"
"LAB:3775924","8098-6"
"LAB:3727048","6694-4"
"LAB:3774911","18719-5"
"LAB:8319788","26435-8"
"LAB:3774661","29998-2"
"LAB:3775848","41276-7"
"LAB:3774467","18720-3"
"LAB:3775715","736-9"
"LAB:12791515","13876-8"
"LAB:4744001","27292-2"
"LAB:3776006","6844-5"
"LAB:258248378","57802-1"
"LAB:3776083","18721-1"
"LAB:3775062","18767-4"
"LAB:19984985","26435-8"
"LAB:317665166","18719-5"
"LAB:13815128","18721-1"
"LAB:34975686","18719-5"
"LAB:3775320","1777-2"
"LAB:3774830","18716-1"
"LAB:13815130","9709-7"
"LAB:3775677","11282-1"
"LAB:3775628","3978-4"
"LAB:3775137","1920-8"
"LAB:3776026","18719-5"
"LAB:10968836","13362-9"
"LAB:3775658","18768-2"
"LAB:3775699","12238-2"
"LAB:3775544","13362-9"
"LAB:264365763","26435-8"
"LAB:3727461","18719-5"
"LAB:3775602","18719-5"
"LAB:3775714","35332-6"
"LAB:3775086","18719-5"
"LAB:511259681","55928-6"
"LAB:3775639","2715-1"
"LAB:3775871","18720-3"
"LAB:3774987","46419-8"
"LAB:470530998","35411-8"
"LAB:3775452","6106-9"
"LAB:3775670","740-1"
"LAB:580107849","18719-5"
"LAB:10865264","18719-5"
"LAB:3775727","48664-7"
"LAB:501520225","16228-9"
"LAB:572944193","17837-6"
"LAB:4129022","18721-1"
"LAB:3775902","13967-5"
"LAB:4744025","22649-8"
"LAB:3775905","3536-0"
"LAB:3775999","6098-8"
"LAB:470530959","35161-9"
"LAB:3775379","18727-8"
"LAB:40450546","50816-8"
"LAB:3997395","18719-5"
"LAB:3775670","18768-2"
"LAB:3775209","18727-8"
"LAB:3775433","18719-5"
"LAB:3775672","783-1"
"LAB:13130294","49406-2"
"LAB:3775473","18716-1"
"LAB:3774980","18768-2"
"LAB:3776141","20655-7"
"LAB:3774717","49244-7"
"LAB:3774702","18727-8"
"LAB:13298838","26435-8"
"LAB:3775114","1961-2"
"LAB:3774528","18723-7"
"LAB:3774547","33903-6"
"LAB:3775123","18719-5"
"LAB:3774648","13951-9"
"LAB:3775129","18719-5"
"LAB:13815119","49414-6"
"LAB:123248750","18719-5"
"LAB:7872581","38370-3"
"LAB:4744049","18719-5"
"LAB:9795043","43273-2"
"LAB:3775417","18720-3"
"LAB:3774718","57835-1"
"LAB:3818042","47938-6"
"LAB:3727404","18719-5"
"LAB:34975692","39009-6"
"LAB:3775512","13362-9"
"LAB:501520267","17511-7"
"LAB:3775315","3498-3"
"LAB:3774762","18719-5"
"LAB:359468235","18727-8"
"LAB:13298852","26435-8"
"LAB:3997392","18768-2"
"LAB:3775042","2500-7"
"LAB:3998830","18727-8"
"LAB:3727476","6598-7"
"LAB:3775598","18721-1"
"LAB:3774607","18719-5"
"LAB:3776069","19153-6"
"LAB:3776137","18719-5"
"LAB:3775237","18719-5"
"LAB:3775504","18719-5"
"LAB:72465868","26435-8"
"LAB:3997391","18723-7"
"LAB:3775971","18719-5"
"LAB:3775983","6195-2"
"LAB:580107807","18718-7"
"LAB:3775703","18768-2"
"LAB:3775736","18727-8"
"LAB:3775345","2697-1"
"LAB:3775181","27818-4"
"LAB:165579114","2150-1"
"LAB:3774654","13533-5"
"LAB:3775471","6207-5"
"LAB:3775708","33365-8"
"LAB:4744012","18719-5"
"LAB:147099207","18725-2"
"LAB:3710038","18719-5"
"LAB:3775841","8310-5"
"LAB:3774564","18728-6"
"LAB:311110413","43305-2"
"LAB:4744067","32169-5"
"LAB:3775499","19153-6"
"LAB:3774629","18719-5"
"LAB:3775559","2348-1"
"LAB:4100267","18721-1"
"LAB:3726300","18719-5"
"LAB:3775587","12190-5"
"LAB:3726745","3714-3"
"LAB:3775443","18716-1"
"LAB:3775565","18719-5"
"LAB:3774935","18727-8"
"LAB:3775417","27816-8"
"LAB:3818042","18723-7"
"LAB:4744041","18719-5"
"LAB:3775535","18719-5"
"LAB:10865261","29947-9"
"LAB:3775692","40631-4"
"LAB:4743984","2131-1"
"LAB:3775122","2821-7"
"LAB:13815117","18721-1"
"LAB:3776018","18767-4"
"LAB:3774638","18719-5"
"LAB:3775848","18767-4"
"LAB:46528745","3690-5"
"LAB:3775742","86169-0"
"LAB:4744054","25988-7"
"LAB:3775248","18721-1"
"LAB:80390536","41276-7"
"LAB:3776068","13362-9"
"LAB:3775753","18719-5"
"LAB:3774601","26435-8"
"LAB:3774516","18720-3"
"LAB:3774506","50237-7"
"LAB:317665169","18719-5"
"LAB:4617647","18716-1"
"LAB:11519562","34637-9"
"LAB:3774697","18727-8"
"LAB:48874892","33254-4"
"LAB:3776070","13362-9"
"LAB:580107891","7552-3"
"LAB:3802281","6320-6"
"LAB:3775533","19153-6"
"LAB:317665169","35644-4"
"LAB:580107909","18727-8"
"LAB:3775080","14314-9"
"LAB:3775780","18716-1"
"LAB:4744084","25853-3"
"LAB:3775599","3665-7"
"LAB:166045335","7905-3"
"LAB:52891201","66756-8"
"LAB:3774667","13955-0"
"LAB:3776045","18767-4"
"LAB:3775707","51621-1"
"LAB:3775174","53556-7"
"LAB:3775023","9784-0"
"LAB:3776026","47596-2"
"LAB:3775746","18727-8"
"LAB:3775609","18719-5"
"LAB:3775809","18718-7"
"LAB:499137167","13514-5"
"LAB:4744011","18719-5"
"LAB:3774813","33270-0"
"LAB:3775730","6301-6"
"LAB:61315457","62343-9"
"LAB:3775026","18727-8"
"LAB:4744015","18719-5"
"LAB:3774793","18768-2"
"LAB:3775647","18767-4"
"LAB:3775368","1690-7"
"LAB:4744074","18719-5"
"LAB:3774897","18719-5"
"LAB:3775475","18716-1"
"LAB:3775100","14836-1"
"LAB:3775053","19086-8"
"LAB:3775873","14775-1"
"LAB:3775448","6174-7"
"LAB:3775735","27092-6"
"LAB:43435809","33938-2"
"LAB:645094541","18719-5"
"LAB:3775159","3095-7"
"LAB:3775359","13465-0"
"LAB:501519995","18716-1"
"LAB:501519981","6286-9"
"LAB:3774563","15401-3"
"LAB:645094559","18725-2"
"LAB:3775566","14288-5"
"LAB:34975686","30331-3"
"LAB:580107753","6951-8"
"LAB:3775557","14421-2"
"LAB:3775614","2085-9"
"LAB:3774795","18723-7"
"LAB:3775652","26464-8"
"LAB:264365788","26435-8"
"LAB:501519701","7316-3"
"LAB:3775371","18721-1"
"LAB:3774713","18719-5"
"LAB:3774965","18725-2"
"LAB:48874890","18767-4"
"LAB:3774993","18729-4"
"LAB:3774979","18768-2"
"LAB:285955240","21027-8"
"LAB:3774891","2991-8"
"LAB:3725801","1854-9"
"LAB:3776069","18719-5"
"LAB:201668239","27057-9"
"LAB:470530974","35179-1"
"LAB:3775035","18719-5"
"LAB:3775987","7155-5"
"LAB:407721870","777-3"
"LAB:466943864","40968-0"
"LAB:3774472","24378-2"
"LAB:3775438","6718-1"
"LAB:3727420","2986-8"
"LAB:3775264","2754-0"
"LAB:3775368","18719-5"
"LAB:3775209","47322-3"
"LAB:3776038","18767-4"
"LAB:3775837","2703-7"
"LAB:3775978","18716-1"
"LAB:11519559","2270-7"
"LAB:4744005","27046-2"
"LAB:3774821","18719-5"
"LAB:3774753","18719-5"
"LAB:4013229","786-4"
"LAB:258248372","26435-8"
"LAB:3775500","18719-5"
"LAB:3775890","18727-8"
"LAB:96343730","18725-2"
"LAB:580107909","14212-5"
"LAB:3775752","2868-8"
"LAB:3775646","8251-1"
"LAB:3775040","18719-5"
"LAB:3998844","30248-9"
"LAB:38893557","26435-8"
"LAB:3775118","12242-4"
"LAB:3775527","18719-5"
"LAB:3775056","19088-4"
"LAB:3774620","18727-8"
"LAB:580107795","18727-8"
"LAB:3775713","18723-7"
"LAB:13815115","18727-8"
"LAB:501520053","18716-1"
"LAB:3775787","18716-1"
"LAB:501519833","18716-1"
"LAB:3774538","20507-0"
"LAB:276153009","29495-9"
"LAB:3775047","792-2"
"LAB:3775189","18720-3"
"LAB:3775509","18719-5"
"LAB:3775612","14627-4"
"LAB:34975694","3084-1"
"LAB:3776095","18767-4"
"LAB:3775731","18720-3"
"LAB:7872583","18719-5"
"LAB:3998840","42338-4"
"LAB:3775118","14405-5"
"LAB:3775103","47596-2"
"LAB:3775045","18768-2"
"LAB:3774833","7332-0"
"LAB:3775725","14979-9"
"LAB:3775888","18719-5"
"LAB:3775663","18768-2"
"LAB:3997393","18719-5"
"LAB:3775095","18719-5"
"LAB:3775541","18719-5"
"LAB:3774803","14662-1"
"LAB:550968545","18725-2"
"LAB:3775217","4625-0"
"LAB:3775684","13519-4"
"LAB:3775205","29958-6"
"LAB:3775470","18716-1"
"LAB:13130293","18725-2"
"LAB:3774907","18719-5"
"LAB:4862244","18727-8"
"LAB:3774980","774-0"
"LAB:3775778","6185-3"
"LAB:3774500","11279-7"
"LAB:3997394","47938-6"
"LAB:332553316","18719-5"
"LAB:3775421","11580-8"
"LAB:248037675","18728-6"
"LAB:3775624","2531-2"
"LAB:3774547","2513-0"
"LAB:3775437","18716-1"
"LAB:3775851","18723-7"
"LAB:3774867","18719-5"
"LAB:3775338","18719-5"
"LAB:3727544","29620-2"
"LAB:580471263","18728-6"
"LAB:3776138","18719-5"
"LAB:3775257","18727-8"
"LAB:398915046","36922-3"
"LAB:3774890","18719-5"
"LAB:89829701","41864-0"
"LAB:3776085","18719-5"
"LAB:3774892","3024-7"
"LAB:3775596","18721-1"
"LAB:285955253","56002-9"
"LAB:4743981","26726-0"
"LAB:332391010","49275-1"
"LAB:29993516","42924-1"
"LAB:258248408","26435-8"
"LAB:3775098","56905-3"
"LAB:511259663","44828-2"
"LAB:3774535","11158-3"
"LAB:3775784","6856-9"
"LAB:4114932","18719-5"
"LAB:4744239","18719-5"
"LAB:117951506","18719-5"
"LAB:3775535","19153-6"
"LAB:3775904","41404-5"
"LAB:3775622","18719-5"
"LAB:3775475","6266-1"
"LAB:3775432","2467-9"
"LAB:3727415","18721-1"
"LAB:501519749","18716-1"
"LAB:4744239","25956-4"
"LAB:3776012","6210-9"
"LAB:3775211","18720-3"
"LAB:248037669","18719-5"
"LAB:3775723","5902-2"
"LAB:3774855","2106-3"
"LAB:3775741","18727-8"
"LAB:3774702","5285-2"
"LAB:3775087","18721-1"
"LAB:3774685","49659-6"
"LAB:398124804","7565-5"
"LAB:202362114","14208-3"
"LAB:3775295","6367-7"
"LAB:3710033","2075-0"
"LAB:3775656","18768-2"
"LAB:240259507","18314-5"
"LAB:13815107","49093-8"
"LAB:4671017","18719-5"
"LAB:3775542","18719-5"
"LAB:501519969","7079-7"
"LAB:3775458","7674-5"
"LAB:3775367","1695-6"
"LAB:511259699","18719-5"
"LAB:3775966","18719-5"
"LAB:3774662","29998-2"
"LAB:3774958","18727-8"
"LAB:4862244","56634-9"
"LAB:3775740","18727-8"
"LAB:3775402","32169-5"
"LAB:3775174","18723-7"
"LAB:3775842","20565-8"
"LAB:3775995","18716-1"
"LAB:501520019","6724-9"
"LAB:3775061","18767-4"
"LAB:3774592","29770-5"
"LAB:12777361","31695-0"
"LAB:3774749","18719-5"
"LAB:3774947","9537-2"
"LAB:3775399","18719-5"
"LAB:3774810","18768-2"
"LAB:3775433","2468-7"
"LAB:3774888","18719-5"
"LAB:3774504","11135-1"
"LAB:3774854","18767-4"
"LAB:3776025","18719-5"
"LAB:248284756","18719-5"
"LAB:500706675","18768-2"
"LAB:3775701","18768-2"
"LAB:3775078","18728-6"
"LAB:3776015","2191-5"
"LAB:3774473","24379-0"
"LAB:3775675","6746-2"
"LAB:3775065","18721-1"
"LAB:10865252","16118-2"
"LAB:3775571","33366-6"
"LAB:3998833","18723-7"
"LAB:258248411","26435-8"
"LAB:124570332","18724-5"
"LAB:502383245","26435-8"
"LAB:3776010","6198-6"
"LAB:52891201","18720-3"
"LAB:3775986","18716-1"
"LAB:3776029","18719-5"
"LAB:3774975","18768-2"
"LAB:3776051","2484-4"
"LAB:3775346","74444-1"
"LAB:165579108","14683-7"
"LAB:3727476","18721-1"
"LAB:3775543","19153-6"
"LAB:40450538","29160-9"
"LAB:3775605","25670-1"
"LAB:3775973","18716-1"
"LAB:4744029","22659-7"
"LAB:3775438","18716-1"
"LAB:248037688","18728-6"
"LAB:3775143","18719-5"
"LAB:3775190","3289-6"
"LAB:264365776","26435-8"
"LAB:3775213","15061-5"
"LAB:3775298","7573-9"
"LAB:3775736","27096-7"
"LAB:3775234","2089-1"
"LAB:34975694","18719-5"
"LAB:3775182","18719-5"
"LAB:276153024","18725-2"
"LAB:19984986","43638-6"
"LAB:248037654","18727-8"
"LAB:501519743","7195-1"
"LAB:3776095","40619-9"
"LAB:3775625","5643-2"
"LAB:3774680","18725-2"
"LAB:3774898","18719-5"
"LAB:311110416","43304-5"
"LAB:3775932","18719-5"
"LAB:3775967","18768-2"
"LAB:3775504","13362-9"
"LAB:3997404","18719-5"
"LAB:3775451","18716-1"
"LAB:501519869","61422-2"
"LAB:43291297","18768-2"
"LAB:3776130","18723-7"
"LAB:205207389","26435-8"
"LAB:43435801","41760-0"
"LAB:3775337","18719-5"
"LAB:276152996","43201-3"
"LAB:3775557","1974-5"
"LAB:40450548","18719-5"
"LAB:489522672","38476-8"
"LAB:580107777","18719-5"
"LAB:3775012","18768-2"
"LAB:3775121","18719-5"
"LAB:107199062","13362-9"
"LAB:3775079","18282-4"
"LAB:3775965","18719-5"
"LAB:117951491","30541-7"
"LAB:359468247","18727-8"
"LAB:4744013","22643-1"
"LAB:3776000","18716-1"
"LAB:4114929","3432-2"
"LAB:3775380","8039-0"
"LAB:3726248","18719-5"
"LAB:3775498","13362-9"
"LAB:13815120","6309-9"
"LAB:3774725","7795-8"
"LAB:3775252","18719-5"
"LAB:3776051","18719-5"
"LAB:3775007","18729-4"
"LAB:311126361","49852-7"
"LAB:117951491","18719-5"
"LAB:10865265","29945-3"
"LAB:501520013","18716-1"
"LAB:3818036","18719-5"
"LAB:3774868","18719-5"
"LAB:3775648","8251-1"
"LAB:3775330","1953-9"
"LAB:3775449","6062-4"
"LAB:3775753","2871-2"
"LAB:19985053","726-0"
"LAB:85969539","19153-6"
"LAB:13298845","26435-8"
"LAB:3775205","33983-8"
"LAB:3997418","637-9"
"LAB:3775317","2900-9"
"LAB:3775508","18719-5"
"LAB:108959130","40620-7"
"LAB:3774665","42582-7"
"LAB:3774690","18727-8"
"LAB:3775601","18721-1"
"LAB:3775874","4544-3"
"LAB:3775076","2110-5"
"LAB:285955247","56020-1"
"LAB:3775795","6182-0"
"LAB:3776017","2019-8"
"LAB:3774478","24380-8"
"LAB:3775049","14713-2"
"LAB:43291298","18768-2"
"LAB:3775125","2019-8"
"LAB:3774760","18719-5"
"LAB:3775014","10380-4"
"LAB:3775899","18727-8"
"LAB:4743979","27043-9"
"LAB:3776021","1927-3"
"LAB:258248405","26435-8"
"LAB:3774825","18719-5"
"LAB:3774654","18723-7"
"LAB:501520077","18716-1"
"LAB:3775898","27948-9"
"LAB:3726300","2338-2"
"LAB:3775991","18716-1"
"LAB:3775264","2751-6"
"LAB:3776084","18719-5"
"LAB:3775371","3872-9"
"LAB:3775269","18719-5"
"LAB:3775672","18768-2"
"LAB:3775390","21074-0"
"LAB:317665175","18719-5"
"LAB:285955240","18720-3"
"LAB:3775524","13362-9"
"LAB:3776140","20643-3"
"LAB:48874893","32771-8"
"LAB:3775619","18719-5"
"LAB:3775025","18727-8"
"LAB:3727529","47791-9"
"LAB:3775605","18719-5"
"LAB:3775767","7296-7"
"LAB:3775703","31996-2"
"LAB:67878183","6864-3"
"LAB:3775160","3093-2"
"LAB:3775779","18716-1"
"LAB:3775347","2099-0"
"LAB:580107921","18719-5"
"LAB:40450544","18728-6"
"LAB:684414893","53019-6"
"LAB:4744017","2370-5"
"LAB:4129028","3321-7"
"LAB:3775840","18767-4"
"LAB:3776159","61111-1"
"LAB:3775715","18768-2"
"LAB:3775335","18727-8"
"LAB:501519881","18716-1"
"LAB:3775414","21610-1"
"LAB:43435800","18719-5"
"LAB:3774714","18719-5"
"LAB:3775499","18719-5"
"LAB:191114037","2142-8"
"LAB:3774850","18716-1"
"LAB:3775726","52123-7"
"LAB:123248803","18719-5"
"LAB:3776088","18727-8"
"LAB:3774532","18725-2"
"LAB:3775022","47405-6"
"LAB:3774950","18728-6"
"LAB:3776080","18719-5"
"LAB:43435784","18727-8"
"LAB:3774696","41492-0"
"LAB:48874888","40619-9"
"LAB:3774592","26435-8"
"LAB:3998850","18719-5"
"LAB:154246235","18719-5"
"LAB:3776086","24471-5"
"LAB:3775747","18727-8"
"LAB:3775797","1836-6"
"LAB:13815116","34655-1"
"LAB:3998851","1871-3"
"LAB:4744023","22654-8"
"LAB:3775216","4576-5"
"LAB:3774979","779-9"
"LAB:3775856","18723-7"
"LAB:7423726","53930-4"
"LAB:3775175","11153-4"
"LAB:3774725","18768-2"
"LAB:3775412","2811-8"
"LAB:3775008","11281-3"
"LAB:110718285","26435-8"
"LAB:3774899","18719-5"
"LAB:9795043","18718-7"
"LAB:10865259","38177-2"
"LAB:3776091","18727-8"
"LAB:3775243","18719-5"
"LAB:3775901","18719-5"
"LAB:3774964","18727-8"
"LAB:3774718","18768-2"
"LAB:3775990","18716-1"
"LAB:3775754","18719-5"
"LAB:3774758","18719-5"
"LAB:3727369","29247-4"
"LAB:4129027","3319-1"
"LAB:3775546","13362-9"
"LAB:3775945","2218-6"
"LAB:3775376","18719-5"
"LAB:3775629","18719-5"
"LAB:11519564","18485-3"
"LAB:3775601","3663-2"
"LAB:3775876","18723-7"
"LAB:3775704","18768-2"
"LAB:208493296","24377-4"
"LAB:3997418","18723-7"
"LAB:3774545","17780-8"
"LAB:3774659","18719-5"
"LAB:3726100","48065-7"
"LAB:13815121","18727-8"
"LAB:3776045","19255-9"
"LAB:3775920","18719-5"
"LAB:3776094","14627-4"
"LAB:3775428","5810-7"
"LAB:107199026","29935-4"
"LAB:3774561","18723-7"
"LAB:3726343","18725-2"
"LAB:89829737","18729-4"
"LAB:3774628","18719-5"
"LAB:3776041","2019-8"
"LAB:258248408","57802-1"
"LAB:3775981","18716-1"
"LAB:3818038","18719-5"
"LAB:34975691","30540-9"
"LAB:501519969","18716-1"
"LAB:580471263","3780-4"
"LAB:3726101","18719-5"
"LAB:4744029","18719-5"
"LAB:3775786","18716-1"
"LAB:3776076","13362-9"
"LAB:3775415","5765-3"
"LAB:3775745","85991-8"
"LAB:208493287","18720-3"
"LAB:3774855","18719-5"
"LAB:4671013","18719-5"
"LAB:124570359","18721-1"
"LAB:3818044","1848-1"
"LAB:3775398","18719-5"
"LAB:3775873","718-7"
"LAB:4090292","2708-6"
"LAB:3775353","18719-5"
"LAB:67140617","26435-8"
"LAB:3775947","5211-8"
"LAB:645059039","76036-3"
"LAB:4743982","18719-5"
"LAB:3727523","18719-5"
"LAB:3774844","18716-1"
"LAB:501520039","10975-1"
"LAB:140163717","9766-7"
"LAB:501520131","16230-5"
"LAB:3776033","18767-4"
"LAB:3775928","18719-5"
"LAB:248037663","2589-0"
"LAB:3774464","18720-3"
"LAB:3774762","47938-6"
"LAB:13815117","3457-9"
"LAB:3775629","29365-4"
"LAB:3775421","18719-5"
"LAB:13298847","26435-8"
"LAB:3774539","5290-2"
"LAB:3775782","18716-1"
"LAB:13130299","49410-4"
"LAB:3775701","40525-8"
"LAB:3775671","749-2"
"LAB:3775791","7271-0"
"LAB:43435807","27161-9"
"LAB:3775129","2947-0"
"LAB:511259657","18719-5"
"LAB:12717536","18716-1"
"LAB:3775530","18719-5"
"LAB:537007209","18729-4"
"LAB:3775726","18720-3"
"LAB:3775525","18719-5"
"LAB:90138651","18719-5"
"LAB:107199037","21382-7"
"LAB:3774978","728-6"
"LAB:45295484","18719-5"
"LAB:3775992","7106-8"
"LAB:3775689","51909-0"
"LAB:3774623","3051-0"
"LAB:3775722","18768-2"
"LAB:3776050","56571-3"
"LAB:3774489","18729-4"
"LAB:3774530","32781-7"
"LAB:3774477","24380-8"
"LAB:4671017","20622-7"
"LAB:3775812","49923-6"
"LAB:413924567","18390-5"
"LAB:3775706","18768-2"
"LAB:3775974","6270-3"
"LAB:3774542","18727-8"
"LAB:3774802","18768-2"
"LAB:3775149","18767-4"
"LAB:3775754","2874-6"
"LAB:4744047","18719-5"
"LAB:3775411","45313-4"
"LAB:3775550","18719-5"
"LAB:3775108","18767-4"
"LAB:3775945","18719-5"
"LAB:3776099","18720-3"
"LAB:3774977","738-5"
"LAB:470530995","24461-6"
"LAB:3775677","18768-2"
"LAB:3774988","50221-1"
"LAB:3776140","18719-5"
"LAB:3775133","2886-0"
"LAB:3775025","31438-5"
"LAB:3774747","18719-5"
"LAB:8741171","18727-8"
"LAB:3774755","47938-6"
"LAB:3775462","18716-1"
"LAB:501520261","6181-2"
"LAB:3774604","29770-5"
"LAB:226643324","43928-1"
"LAB:107199074","19153-6"
"LAB:3774503","18768-2"
"LAB:89829690","53317-4"
"LAB:3775876","789-8"
"LAB:3774701","5283-7"
"LAB:3774882","18727-8"
"LAB:3775179","3174-0"
"LAB:3775579","18719-5"
"LAB:4743983","27326-8"
"LAB:3774877","18719-5"
"LAB:3775157","59036-4"
"LAB:4743961","18719-5"
"LAB:580107831","6944-3"
"LAB:3775638","18767-4"
"LAB:3775390","18719-5"
"LAB:3775712","38260-6"
"LAB:501520225","18728-6"
"LAB:84976670","3793-7"
"LAB:3775988","6282-8"
"LAB:3776022","30350-3"
"LAB:3774719","18768-2"
"LAB:3776048","18719-5"
"LAB:4744055","25979-6"
"LAB:3775598","3665-7"
"LAB:4744031","18719-5"
"LAB:3774772","5221-7"
"LAB:3774705","18727-8"
"LAB:3775348","18719-5"
"LAB:13815107","18725-2"
"LAB:3775487","30371-9"
"LAB:3775549","18719-5"
"LAB:126225882","57749-4"
"LAB:537007289","18721-1"
"LAB:248037681","23877-4"
"LAB:3775396","18719-5"
"LAB:258248414","57802-1"
"LAB:276153009","38348-9"
"LAB:3775186","18720-3"
"LAB:3776002","6135-8"
"LAB:412522208","48996-3"
"LAB:3775592","18719-5"
"LAB:117951548","30542-5"
"LAB:165579114","18719-5"
"LAB:3997401","47938-6"
"LAB:3774566","18728-6"
"LAB:3774547","18723-7"
"LAB:3774490","5799-2"
"LAB:43435803","33211-4"
"LAB:3774695","5144-1"
"LAB:3775885","18719-5"
"LAB:3775892","18719-5"
"LAB:89829681","8248-7"
"LAB:3775590","18719-5"
"LAB:3774996","18729-4"
"LAB:3775617","2466-1"
"LAB:3775298","18716-1"
"LAB:537007203","18729-4"
"LAB:48874889","18767-4"
"LAB:3774602","26435-8"
"LAB:465755083","48719-9"
"LAB:3775733","18719-5"
"LAB:258248402","26435-8"
"LAB:3774960","18725-2"
"LAB:3775659","727-8"
"LAB:3775938","2666-6"
"LAB:3774567","5693-7"
"LAB:318382278","18718-7"
"LAB:3775502","13362-9"
"LAB:3997402","18719-5"
"LAB:3775956","27822-6"
"LAB:3775435","18719-5"
"LAB:3775806","18718-7"
"LAB:3775622","10835-7"
"LAB:3774977","18768-2"
"LAB:3775618","2465-3"
"LAB:142200798","18719-5"
"LAB:3775676","18768-2"
"LAB:3775558","18719-5"
"LAB:3775943","3494-2"
"LAB:3774952","3879-4"
"LAB:511259633","47321-5"
"LAB:3774714","49292-6"
"LAB:580471275","19570-1"
"LAB:3727420","18719-5"
"LAB:3775049","18768-2"
"LAB:3775452","18716-1"
"LAB:3997407","18719-5"
"LAB:3776008","6280-2"
"LAB:3774722","18768-2"
"LAB:3775707","40524-1"
"LAB:3774500","12235-8"
"LAB:13130299","49411-2"
"LAB:3775481","18716-1"
"LAB:3775460","6230-7"
"LAB:3775935","18719-5"
"LAB:3775528","18719-5"
"LAB:4009170","1960-4"
"LAB:63359908","14836-1"
"LAB:142342811","18768-2"
"LAB:3775165","4086-5"
"LAB:147099204","32366-7"
"LAB:117951545","30566-4"
"LAB:233650222","18727-8"
"LAB:3997399","47938-6"
"LAB:13815136","18727-8"
"LAB:3775606","20438-8"
"LAB:466943806","20496-6"
"LAB:3775805","18718-7"
"LAB:11519564","18727-8"
"LAB:3775900","25418-5"
"LAB:3775430","2339-0"
"LAB:3775913","18727-8"
"LAB:501520001","18716-1"
"LAB:3775641","18767-4"
"LAB:3774552","12598-9"
"LAB:2700655","18719-5"
"LAB:3775739","27118-9"
"LAB:10865249","5256-3"
"LAB:3775660","18768-2"
"LAB:208549460","26706-2"
"LAB:43435809","18719-5"
"LAB:52891207","18720-3"
"LAB:3775130","18719-5"
"LAB:511259693","18725-2"
"LAB:3997414","18729-4"
"LAB:317665172","18719-5"
"LAB:3774474","24381-6"
"LAB:501520267","18716-1"
"LAB:53426627","26435-8"
"LAB:3775712","38259-8"
"LAB:3775961","18721-1"
"LAB:12779987","41401-1"
"LAB:248037717","59261-8"
"LAB:40450550","18728-6"
"LAB:3775948","33571-1"
"LAB:3775665","18768-2"
"LAB:8741169","18719-5"
"LAB:3775462","6204-2"
"LAB:3775714","18768-2"
"LAB:147099195","26435-8"
"LAB:3775099","19124-7"
"LAB:4744001","18719-5"
"LAB:3775212","18720-3"
"LAB:3774723","18720-3"
"LAB:89829681","18729-4"
"LAB:11519567","12723-3"
"LAB:3774571","18721-1"
"LAB:3775797","2923-1"
"LAB:3776017","2021-4"
"LAB:3776142","18719-5"
"LAB:3774652","13953-5"
"LAB:3775800","18727-8"
"LAB:3775638","11559-2"
"LAB:3775638","2716-9"
"LAB:380400825","20495-8"
"LAB:12779983","26435-8"
"LAB:3776152","20652-4"
"LAB:3775750","18719-5"
"LAB:3774642","18719-5"
"LAB:3774512","18725-2"
"LAB:3774668","31201-7"
"LAB:117951566","18719-5"
"LAB:4744070","18719-5"
"LAB:13130298","25757-6"
"LAB:3774546","29966-9"
"LAB:3774974","34275-8"
"LAB:3775735","18727-8"
"LAB:3775388","3616-0"
"LAB:3775362","18719-5"
"LAB:3775055","19086-8"
"LAB:117951500","18719-5"
"LAB:3774570","18721-1"
"LAB:248037697","33863-2"
"LAB:9795044","18718-7"
"LAB:3774912","33875-6"
"LAB:52891205","18720-3"
"LAB:110718268","18725-2"
"LAB:3775803","7691-9"
"LAB:3776078","3982-6"
"LAB:3775300","6279-4"
"LAB:3774855","2118-8"
"LAB:3774981","18768-2"
"LAB:40450537","18728-6"
"LAB:3774639","18719-5"
"LAB:19985049","18719-5"
"LAB:3775689","18768-2"
"LAB:3775150","18767-4"
"LAB:3775708","18768-2"
"LAB:572944235","18719-5"
"LAB:3774698","41489-6"
"LAB:3775335","50969-5"
"LAB:3774648","18727-8"
"LAB:501519677","18716-1"
"LAB:3775571","2072-7"
"LAB:3775423","2731-8"
"LAB:3774939","18725-2"
"LAB:3775797","18719-5"
"LAB:398071423","1805-1"
"LAB:166045335","18727-8"
"LAB:3775009","18768-2"
"LAB:3775596","3969-3"
"LAB:470530992","35178-3"
"LAB:3775875","18723-7"
"LAB:4744058","18719-5"
"LAB:3776044","32771-8"
"LAB:3775972","55960-9"
"LAB:3776003","6134-1"
"LAB:3775947","25416-9"
"LAB:4114931","44706-0"
"LAB:3774515","18727-8"
"LAB:52891210","18720-3"
"LAB:3725922","18725-2"
"LAB:3774712","18719-5"
"LAB:3775847","2069-3"
"LAB:52891215","52784-6"
"LAB:580107813","18718-7"
"LAB:3775377","5060-9"
"LAB:4123541","18719-5"
"LAB:46528743","18721-1"
"LAB:3775699","14848-6"
"LAB:3290543","5574-9"
"LAB:3775454","18716-1"
"LAB:43435803","18719-5"
"LAB:3775152","4059-2"
"LAB:3775249","18721-1"
"LAB:3777237","18720-3"
"LAB:470530983","35173-4"
"LAB:3775870","18720-3"
